titre,auteur,isbn,domaine,description,image_url,url_detail
Software Requirements,"Karl Wiegers, Joey Beatty",978-0-7356-7966-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4292
"Database Systems Design, Implementation, and Management","Carlos Coronel, Steven Morris, Peter Rob",978-1-111-96960-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4196
Operating Systems Three Easy Pieces,"Remzi H. Arpaci-Dusseau, Andrea C Arpaci-Dusseau",9781985086593,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4137
Gérer un parc informatique  une initiation pratique à une compétence de plus en plus recherchée,Le Bel Pierre,2-922889-08-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=4044
Systèmes d’information géographique,Yves Auda,978-2-10-084196-7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3987
Stratégie et pilotage des systèmes d’information,Renaud CORNU-EMIEUX & Hugues POISSONNIER,978-2-10-054537-7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3986
optimisez  votre système d'information,Oihab Allal-Chérif et Olivier Dupouët,978-2-918935-08-7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3979
GEOPOLITIQUE DES DONNEES NUMERIQUES,Amaël Cattaruzza,979-10-318-0348-7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3973
Supériorité numérique,Avon Gale,978-2-37676-318-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3963
SOBRIÉTÉ NUMÉRIQUE,FRÉDÉRIC BORDAGE,978-2-283-03271-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3962
"Les systèmes d'information géographique. Principes, concepts et méthodes",Christina Aschan-Leygonie & Claire Cunty & Paule-Annick Davoine,978-2-200-63798-9,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3956
Langages formels  calculabilité et complexité  cours et exercices corrigés,"Carton, Olivier Perrin, Dominique",978-2-311-01400-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3929
Les démonstrations et les algorithmes - Introduction à la logique et à la calculabilité,Gilles Dowek,9782730215695,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3928
Introduction à la calculabilité  Cours et exercices corrigés,Pierre Wolper,2 10 049981 5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3927
Machines de Turing et Automates Cellulaires,Charles Corges,978-2-7298-3772-3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3925
PREDICTION DE LA FRUCTIFICATION DU CREDIT FINANCIER RECU PAR DES ENTREPRENEURS EN VILLE DE BUTEMBO,MBAMBU SYASIMWA Laure,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3924
Conception et Réalisation d’un site Web dynamique pour la publication des informations en ligne. Cas de la MOTO TV,KAHAMBU SAFI Pierrette,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3922
Implémentation d’une application web de gestion des commandes en ligne au sein du restaurant Arome d’Afrique,MUMBERE KISUNGA VALERE Aime,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3919
Finite Automata and Regular Expressions Problems and Solutions,"Stefan Hollos, J. Richard Hollos",978-1-887187-17-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3749
“Regular Expressions and State Graphs for Automata”,R. McNaughton and H. Yamada,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3748
Formal Languages and Automata Theory,K.V.N. Sunitha,978-93-325-4164-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3747
Fondamentaux de la théorie des automates,Pafrice Séébold,9782340036680,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3746
ALGOL 60 IMPLEMENTATION,B. RANDELL and L. J. RUSSELL,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3730
"Introduction to Automata Theory, Languages, and Computation","John E. Hopcroft, Rajeev Motwani, Jeffrey D. Ullman",,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3729
"Designing Data-Intensive Applications The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",Martin Kleppmann,978-1-449-37332-0,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3715
Intel 64 and IA 32 Architectures  Optimization Reference Manual:  Volume 1,INTEL,248966-048,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3707
The Art of Computer Programming Vol. 4B Combinatorial Algorithms Part 2,DONALD E. KNUTH,978-0-201-03806-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3706
Computer Architecture  A Quantitative Approach,John L. Hennessy & David A. Patterson,978-0-12-811905-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3705
Concepts of Programming Languages,Robert W. Sebesta,978-0-13-499718-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3703
The Algorithm Design Manual,Steven S. Skiena,978-3-030-54256-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3693
Advanced programming language design,Raphael Finkel,0-8053-1191-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3685
Data Structures and Algorithms Made Easy Data Structures and Algorithmic Puzzles,Narasimha Karumanchi,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3684
Concepts of Programming Languages,"Sebesta, Robert W.",978-0-13-139531-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3678
UML Diagramming.  A Case Study Approach,Dr. Suriya Sundaramoorthy,978-1-003-28712-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3677
UML in Practice,Pascal Roques,0-470-84831-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3676
UML 2 Toolkit,"Hans-Erik Eriksson, Magnus Penker, Brian Lyons",0-471-46361-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3675
Verification and validation for quality of UML 2.0 models,Bhuvan Unhelkar,0-471-72783-0,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3674
Practical Object-Oriented Design with UML,Mark Priestley,0077103939,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3673
Applying Uml And Patterns An Introduction To Object-Oriented Analysis And Design And The Unified Process,Prentice Hall PTR,0-13-092569-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3672
Technologie des ordinateurs et des réseaux  Cours et exercices corrigés,Pierre-Alain Goupille,978-2-10-053944-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3652
Algorithmes  Cours de mathématiques - Première année,Arnaud Bodin et al.,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3587
Méthodes mathématiques pour l'informatique Cours et exercices corrigés Cours et exercices corrigés,Jacques Vélu,978-2-10-055072-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3583
Exercices et problèmes d'algorithmique,"Franck Lepoivre, Helen Kassel, Nicolas Flasque",978-2-10-055072-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3582
"Informatique Pour Tous - Programmation Python, langage SQL - CPGE scientifiques (1re et 2e années) - Fiches-méthodes et...",Canu Cécile,9782340052291,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3579
"IoT, Big Data and AI for Improving Quality of Everyday Life","Pradeep Kumar Singh, et al.",978-3-031-35783-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3471
"IoT- Enabled Smart Healthcare Systems,  Services and Applications","Shalli Rani, et al.",9781119816805,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3470
"Deep Learning for Computer Vision - Image Classification, Object Detection and Face Recognition in Python",Jason Brownlee,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3359
Linux: Learn the Ultimate Strategies to Master Operating System and Command Line,Dan Phillips,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3339
"Databases,Information Systems,and Peer-to-Peer Computing",Wee Siong Ng et. al.,3-540-25233-9,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3338
"Encyclopedia of e-commerce, e-government, and mobile commerce",Mehdi Khosrow-Pour,1-59140-800-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3335
E-commerce Tout savoir avant de créer une boutique en ligne,Bernard Eben,978-2-212-14087-3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3331
Algorithmique: Raisonner pour concevoir,Haro Christophe,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3325
Fundamentals of Database Systems,"Ramez Elmasri, Shamkant B. Navathe",978-0-136-08620-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3323
A Dictionary of Computer Science,"Andrew Butterfield, Gerard Ekembe Ngondi",9780199688975,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3321
Introduction to Languages and the Theory of Computation,John Martin,978–0–07–319146–1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3320
Ubuntu and Centos linux server administration,MD. Tanvir Rahman,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3310
"Security and Microservice Architecture on AWS Architecting and Implementing a Secured, Scalable Solution",Gaurav Raje,978-1-098-10146-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3309
Algorithms for Optimization,"Mykel J. Kochenderfer, Tim A. Wheeler",,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3301
Systems Analysis and Design: An Object-Oriented Approach with UML,"Alan Dennis, Barbara Wixom, David Tegarden",9781119746102,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3214
WEB3: What Is Web3,Patrick Ejeke,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3182
The Elements of UML 2.0 Style,Scott W. Ambler,978 0 511 12603 1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3139
Valeur et performance des SI  Une nouvelle approche du capital immatériel de lentreprise,"Ahmed Bounfour, Georges Epinette",2 10 050022 8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3138
"Modélisation et simulation à base d'agents : Exemples commentés, outils informatiques et questions théoriques","Alexis Drogoul, Jean-Pierre Treuil",978 2 10 053987 1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3137
Distributed Systems Concepts and Design,"Jean Dollimore, Tim Kindberg, George Coulouris",978-0-321-26354-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3136
UML 2 et MDE Ingenierie des modeles avec etudes de cas,Barbier Franck,2 10 049526 7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3135
"Distributed Computing Principles, Algorithms, and Systems","Ajay D. Kshemkalyani, Mukesh Singhal",978-0-511-39341-9,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3134
Cloud Computing - A Hands-On Approach,"Arshdeep Bahga, Vijay Madisetti",978 81 7371 923 3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3133
Internet of Things A Hands-On Approach,"Arshdeep Bahga, Vijay Madisetti",978 81 7371 954 7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3132
"Gestion de projet agile: avec Scrum, Lean, Extreme Programming...",Messager Véronique,978-2-212-13666-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3100
UML 2  pour les  bases de données,Christian Soutou,978-2-212-13413-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3093
PIRATAGE INFORMATIQUE: GUIDEDEPIRATAGEPOURDÉBUTANTS,Johnson Orge,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3079
UML 2 - Modélisation des objets,Laurent Debrauwer,978 2 7460 5474 5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3062
UML 2 and the Unified Process: Practical Object-Oriented Analysis and Design,"Jim Arlow, Ila Neustadt",0 321 32127 8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3061
UML 2 Semantics and Applications,Kevin Lano,978–0–470–40908–4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3060
IoT Standards with Blockchain: Enterprise Methodology for Internet of Things,Venkatesh Upadrista,978-1-4842-7271-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3011
The Internet of Things,Rob van Kranenburg,978-90-78146-06-3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=3002
PHP and MySQL Programming. From Beginner to Pro,Eric Garcia,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2978
MySQL Crash Course: A Hands-On Introduction to Database Development,Rick Silva,978-1-7185-0301-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2977
Designing Event-Driven Systems: Concepts and Patterns for Streaming Services with Apache Kafka,Ben Stopford,978-1-492-03822-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2965
Internet of Things Vulnerabilities and Recovery Strategies,Fahim Masoodi (editor) et al.,9781032473314,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2942
Internet of Things Security and Privacy,"Ali Ismail Awad, et al.",9781003199410,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2937
Communication Technologies and Security Challenges in IoT: Present and Future (Internet of Things),"Ajay Prasad, et al.",978-981-97-0052-3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2936
The Internet of Things: Connecting Objects to the Web,Hakima Chaouchi,978-1-84821-140-7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2935
The internet of things in the cloud : a middleware perspective,Honbo Zhou,978-1-4398-9302-9,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2934
SQL Server 2008 Administration d'une base de données avec SQL Server Management studio,Jerôme GABILLAUD,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2917
Beginning Oracle  Database 11g  Administration  From Novice to Professional,Iggy Fernandez,978-1-4302-0628-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2916
Bases de données relationnelles et normalisation: de la première à la sixième forme normale,Frnçois de Sainte Marie,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2915
Algèbre relationnelle: Guide de conception d'une base de données,Michelle CLOUSE,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2904
Microsoft SQL SERVER 2005 implementation and maintenance,Solid Quality Learning,978-0-7356-2271-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2903
"Guide du datajournalisme: Collecter, analyser et visualiser les données","Jonathan Gray,  Liliana Bounegru,  Lucy Chambers  et de  Nicolas Kayser-Bril",978-2-212-13685-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2902
Bases de donnees,Yamine At-Ameur  ENSEEIHT et Christophe Garion  ISAE-SUPAERO,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2901
MySQL  pour booster votre site web PHP,Hugo Etiévant,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2900
Science and Technology  of Concrete Admixtures,Pierre-Claude Aïtcin and Robert J Flatt,978-0-08-100696-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2899
SQL Server 2008 Express: Administrez et développez vos bases de données,Jérôme GABILLAUD,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2898
CONCEPTION & REALISATION  DES BASES DE DONNEES :  De UML à SQL,Jacques Guyot,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2894
UML 2 par la pratique: études de cas et eexercices corrigés,Pascal Roques,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2880
UML 2 en action: De l'analyse des besoins à la conception,Pascal Roques et Franck Vallée,978-2-212-12104-9,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2879
"UML 2: Initiation, exemples et exercices corrigés",Laurant Debrauwer et Fien Van Der Heyde,,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2878
"Frontier Computing: Theory, Technologies and Applications (FC 2022)",Jason C. Hung et al.,978-981-99-1428-9,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2876
Frontier Computing: Proceedings of FC 2021,Jason C. Hung et al.,978-981-16-8052-6,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2874
"Frontier Computing: Theory, Technologies and Applications (FC 2019)","Jason C. Hung, Neil Y. Yen, Jia-Wei Chang",978-981-15-3250-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2872
Interactive Segmentation Techniques _  Algorithms and Performance Evaluation,"Jia He, Chang-Su Kim, C.-C. Jay Kuo",978-981-4451-60-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2868
Informatics and Management Science I,"Duanyin Shi, Wenyu Li, Qiujie Zhang, Xiaoli Pan",978-1-4471-4811-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2866
"Informatics in Control, Automation and Robotics","Jianfeng Xu, Lan Liu, Qun Liu",978-3-642-25992-0,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2865
"Biometry Technology, Trends and Applications",Ricardo A. Ramírez-Mendoza,978-1-003-14524-0,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2852
UX Writing,"Jason C. K. Tham, Tharon Howard, and  Gustav Verhulsdonck",9781003274414,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2842
Merise Guide Pratique,Jean-Luc Baptiste,9782746048454,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2313
Soins infirmiers : FONDEMENTS  GÉNÉRAUX,"Patricia A. POTTER, Anne Griffin PERRY, Patricia A. STOCKERT,  Amy M. HALL",978-2-7650-4982-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2268
Case Studies in  Medical-Surgical  Nursing,Gina M. Ankner,978-1-111-13857-8 / 1-111-13857-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2165
Gestion  des ressources  humaines,"Bernard Martory,  Daniel Crozet",978-2-10-074484-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2149
System Architecture with XML,"Berthold Daum, Udo Merten",1?55860?745?5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2115
La vache globale   La génétique dans l’industrialisation  du vivant,Lidia Chavinskaia,978-2-7592-3449-3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=2096
Fundamentals of Computer Design,"John L. Hennessy, David A.",-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1943
Complexités,Jean-Paul Delahaye,978-2-84245-082-3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1939
Informatique et sciences du numer1que,Gilles Dowek et al.,978-2-2 12- 13543-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1938
Algorithmique du texte,"Maxime Crochemore, Christophe Hancart, Thierry Lecroq",2-7117-8628-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1935
Mathématiques  et informatique. Une nouvelle ère nuùérique,Gilles COHEN,9782848841519,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1934
DU BOULIER A LA RÉVOLUTION NUMÉRIQUE. ALGORITHMES ET INFORMATIQUE,VicençTorra,978-2-8237-0111-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1931
Git par la pratique,David Demaree,978-2-212-67441-5,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1930
Les architectures RISC,"J.-C. Heudin, C. Panetto",2-04-019641-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1929
Formation en maintenance Micro-informatique TP 02,-,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1926
Bio-informatique moléculaire. Une approche algorithmique,Pavel A. Pevzner,13 : 978-2-287-33908-0,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1924
L’informatique de la chaîne graphique,Pascal Prévôt,978-2-212-12023-3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1923
Mathématiques Informatique Physique Au fil des TIPE,"Laurent DECREUSEFOND, Alain MARUAN",978-287-22305-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1920
Débuter en informatique,Sophie VALEYRE & Eric VIEGNES,978-2-7429-8278-3,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1919
Les bases de l'informatique et de la programmation,Di Scala,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1917
"Informatique médicale, e-Santé. Fondements et applications",Alain Venot,978-2-8178-0337-1,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1916
JavaScript,Christian Wenz,978-2-7440-4003-0,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1915
Dictionnaire généalogique des familles Arsenault,ANDRÉ LORANGER,2-89544-006-9,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1913
"Informatique,  Internet et TPE",Albéric Quenfaime,978-2-10-054590-2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1912
"L’économie des conventions, méthodes et résultats. Tome 1 : Débats",François Eymard-Duvernay,2-7071-4487-4,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1812
Bases de données sous  Linux,David Egan and Paul Zikopoulos,2-212-28068-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1684
La petite chimie du matin de Marie Curieuse,Muriel CHIRON-CHARRIER,978-2-7598-0871-7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1683
"Commissions romandes de mathématique, de physique et de chimie",Formulaires et tables. Mathématiques Physique Chimie,978–2–940501–41–0,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1670
Chimie moléculaire et supramoléculaire des sucres,Serge David,2 7296 0528 2,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1633
Le système nerveux central à l'usage des étudiants en médecine,G. braillon,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1599
La pratique de la médicine chinoise,Giovanni Maciocia,978-2-294-10366-7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1571
Soins infirmiers en cardiologie,TARTERET Nicolas,-,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1507
CARDIOLOGIE.Guide de préparation à l'examen de certification d'infirmière praticienne spécialisée (IPS) en cardiologie,Nathalie Nadon et Marie Josée Beaulieu,978-2-89229-661-7,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1505
"GUIDE CLINIQUE ET THERAPEUTIQUE. Pour les programmes curatifs des hôpitaux et des dispensaires, A l'usage des prescripteurs",Evelyne Laissu,978-2-37585-000-8,Sciences Informatiques,,,https://bibliothequenumerique.uaconline.edu.cd/etatouvrage.php?idouvrage=1472
